Originalname,Chromosome_B73RefGen_v2position(bp)
PZE-105045340,5_33065726
PZE-105045399,5_33077136
PZE-105045416,5_33138703
PZE-105045422,5_33142736
PZE-105045457,5_33208781
PZE-105045495,5_33298309
PZE-105045531,5_33303984
PZE-105045541,5_33417804
PZE-105045591,5_33495844
PZE-105045619,5_33598950
PZE-105045627,5_33609928
PZE-105045696,5_33644723
PZE-105045828,5_33824283
PZE-105045829,5_33824457
PZE-105045830,5_33824619
PZE-105045950,5_33974426
PZE-105045953,5_33978605
PZE-105045981,5_33981402
PZE-105046001,5_34045070
PZE-105046069,5_34098396
PZE-105046105,5_34309649
PZE-105046145,5_34424309
PZE-105046187,5_34585381
PZE-105046190,5_34586611
PZE-105046217,5_34612804
PZE-105046237,5_34727688
PZE-105046245,5_34732003
PZE-105046295,5_34753504
PZE-105046299,5_34753619
PZE-105046318,5_34778490
PZE-105046323,5_34797707
PZE-105046346,5_34800676
PZE-105046364,5_34896639
PZE-105046397,5_34965426
PZE-105046401,5_34966331
PZE-105046431,5_34999789
PZE-105046448,5_34998794
PZE-105046456,5_35026922
PZE-105046457,5_35027274
PZE-105046466,5_35028093
PZE-105046487,5_35186011
PZE-105046502,5_35190016
PZE-105046526,5_35190971
PZE-105046557,5_35273099
PZE-105046561,5_35273685
PZE-105046591,5_35278654
PZE-105046598,5_35278859
PZE-105046633,5_35315324
PZE-105046728,5_35628676
PZE-105046750,5_35641365
PZE-105046760,5_35647744
PZE-105046761,5_35648644
PZE-105046797,5_35725329
PZE-105046824,5_35776901
PZE-105046825,5_35776981
PZE-105046830,5_35777300
PZE-105046846,5_35783130
PZE-105046853,5_35787339
PZE-105046884,5_35940326
PZE-105046914,5_35984142
PZE-105046942,5_36003787
PZE-105046958,5_36055810
PZE-105046961,5_36062348
PZE-105046971,5_36065795
PZE-105046996,5_36098280
PZE-105047000,5_36105134
PZE-105047074,5_36284079
PZE-105047147,5_36470371
PZE-105047166,5_36475717
PZE-105047196,5_36520884
PZE-105047208,5_36530957
PZE-105047218,5_36532478
PZE-105047220,5_36532535
PZE-105047221,5_36532569
PZE-105047225,5_36539628
PZE-105047243,5_36547855
PZE-105047262,5_36593319
PZE-105047355,5_36682233
PZE-105047364,5_36683197
PZE-105047366,5_36698935
PZE-105047394,5_36832515
PZE-105047438,5_36898262
PZE-105047451,5_36932219
PZE-105047482,5_36955483
PZE-105047508,5_36990247
PZE-105047514,5_37030001
PZE-105047544,5_37069446
PZE-105047557,5_37077825
PZE-105047574,5_37097160
PZE-105047575,5_37097225
PZE-105047597,5_37100794
PZE-105047607,5_37194567
PZE-105047654,5_37227114
PZE-105047664,5_37227572
PZE-105047666,5_37227700
PZE-105047671,5_37227877
PZE-105047672,5_37227902
PZE-105047704,5_37234118
PZE-105047717,5_37255356
PZE-105047718,5_37255465
PZE-105047745,5_37256290
PZE-105047746,5_37256313
PZE-105047762,5_37256600
PZE-105047799,5_37375889
PZE-105047805,5_37376573
PZE-105047806,5_37376598
PZE-105047877,5_37536849
PZE-105047885,5_37625836
PZE-105047908,5_37625443
PZE-105047914,5_37706692
PZE-105047918,5_37719913
PZE-105047927,5_37722128
PZE-105047945,5_37834991
PZE-105047974,5_37842784
PZE-105047980,5_37845128
PZE-105047985,5_37845806
PZE-105048035,5_38013865
PZE-105048040,5_38014470
PZE-105048052,5_38031933
PZE-105048102,5_38151802
PZE-105048128,5_38202878
PZE-105048147,5_38268089
PZE-105048183,5_38354644
PZE-105048185,5_38356618
PZE-105048196,5_38362452
PZE-105048213,5_38401486
PZE-105048243,5_38478710
PZE-105048245,5_38484380
PZE-105048251,5_38566676
PZE-105048264,5_38577941
PZE-105048283,5_38646635
PZE-105048328,5_38752066
PZE-105048357,5_38790383
PZE-105048369,5_38805907
PZE-105048371,5_38806907
PZE-105048374,5_38807130
PZE-105048375,5_38808339
PZE-105048376,5_38808372
PZE-105048399,5_38849796
PZE-105048404,5_38856625
PZE-105048416,5_38860356
PZE-105048417,5_38860632
PZE-105048436,5_38924316
PZE-105048447,5_38992475
PZE-105048453,5_38988501
PZE-105048468,5_38985729
PZE-105048490,5_38981532
PZE-105048526,5_39139144
PZE-105048548,5_39184924
PZE-105048555,5_39191032
PZE-105048575,5_39269743
PZE-105048607,5_39341476
PZE-105048630,5_39359180
PZE-105048710,5_39411847
PZE-105048755,5_39453415
PZE-105048768,5_39454290
PZE-105048769,5_39454408
PZE-105048771,5_39455518
PZE-105048794,5_39494591
PZE-105048850,5_39672453
PZE-105048851,5_39672534
PZE-105048860,5_39674992
PZE-105048861,5_39675052
PZE-105048899,5_39798729
PZE-105048907,5_39802592
PZE-105048919,5_39818124
PZE-105048954,5_39821429
PZE-105048955,5_39821460
PZE-105048959,5_39873590
PZE-105048988,5_39880524
PZE-105048994,5_39882480
PZE-105049020,5_39886097
PZE-105049028,5_39888932
PZE-105049039,5_39898009
PZE-105049073,5_39957886
PZE-105049109,5_40086396
PZE-105049117,5_40088841
PZE-105049131,5_40104642
PZE-105049132,5_40105911
PZE-105049158,5_40230599
PZE-105049179,5_40337871
PZE-105049183,5_40338219
PZE-105049196,5_40345561
PZE-105049209,5_40356702
PZE-105049255,5_40561755
PZE-105049268,5_40562949
PZE-105049283,5_40563942
PZE-105049290,5_40652459
PZE-105049297,5_40643925
PZE-105049305,5_40636505
PZE-105049307,5_40636209
PZE-105049313,5_40628588
PZE-105049320,5_40626875
PZE-105049327,5_40626637
PZE-105049333,5_40625928
PZE-105049349,5_40763610
PZE-105049350,5_40763703
PZE-105049367,5_40835436
PZE-105049427,5_41009547
PZE-105049428,5_41009632
PZE-105049467,5_41197218
PZE-105049483,5_41259755
PZE-105049505,5_41263217
PZE-105049512,5_41265091
PZE-105049535,5_41360385
PZE-105049540,5_41365746
PZE-105049556,5_41386359
PZE-105049600,5_41538958
PZE-105049604,5_41549143
PZE-105049606,5_41552842
PZE-105049607,5_41552873
PZE-105049608,5_41552989
PZE-105049609,5_41553149
PZE-105049623,5_41637623
PZE-105049624,5_41634760
PZE-105049638,5_41687099
PZE-105049671,5_41788559
PZE-105049729,5_41944331
PZE-105049746,5_41982216
PZE-105049752,5_42031555
PZE-105049775,5_42109944
PZE-105049792,5_42122303
PZE-105049805,5_42168169
PZE-105049822,5_42165243
PZE-105049870,5_42227807
PZE-105049872,5_42227876
PZE-105049895,5_42231141
PZE-105049915,5_42294884
PZE-105049918,5_42295067
PZE-105049957,5_42297831
PZE-105049975,5_42298661
PZE-105049977,5_42298790
PZE-105049978,5_42298886
PZE-105049982,5_42299005
PZE-105049985,5_42299644
PZE-105049996,5_42303789
PZE-105050034,5_42340447
PZE-105050047,5_42461827
PZE-105050062,5_42504459
PZE-105050068,5_42506102
PZE-105050069,5_42506926
PZE-105050083,5_42530438
PZE-105050084,5_42530930
PZE-105050093,5_42536324
PZE-105050094,5_42536376
PZE-105050111,5_42457333
PZE-105050119,5_42458660
PZE-105050173,5_42661506
PZE-105050181,5_42658707
PZE-105050183,5_42658551
PZE-105050194,5_42657574
PZE-105050211,5_42746249
PZE-105050213,5_42746832
PZE-105050316,5_42845636
PZE-105050355,5_42846327
PZE-105050368,5_42846688
PZE-105050369,5_42846742
PZE-105050370,5_42846769
PZE-105050411,5_42865848
PZE-105050457,5_42871073
PZE-105050469,5_42959305
PZE-105050537,5_43052901
PZE-105050638,5_43420028
PZE-105050668,5_43564055
PZE-105050695,5_43647639
PZE-105050696,5_43648185
PZE-105050711,5_43649124
PZE-105050713,5_43649315
PZE-105050764,5_43655291
PZE-105050778,5_43660675
PZE-105050809,5_43738299
PZE-105050810,5_43738324
PZE-105050815,5_43740075
PZE-105050833,5_43742063
PZE-105050837,5_43752134
PZE-105050855,5_43796907
PZE-105050858,5_43804041
PZE-105050862,5_43816767
PZE-105050868,5_43824021
PZE-105050879,5_43825051
PZE-105050885,5_43826834
PZE-105050911,5_43870220
PZE-105050924,5_43926931
PZE-105051004,5_44243533
PZE-105051020,5_44304542
PZE-105051178,5_44623312
PZE-105051179,5_44623434
PZE-105051197,5_44625510
PZE-105051198,5_44625531
PZE-105051200,5_44628687
PZE-105051218,5_44630208
PZE-105051219,5_44630234
PZE-105051221,5_44631432
PZE-105051246,5_44716139
PZE-105051251,5_44717877
PZE-105051255,5_44719418
PZE-105051293,5_44903051
PZE-105051311,5_44987971
PZE-105051344,5_45089554
PZE-105051387,5_45228561
PZE-105051388,5_45228597
PZE-105051405,5_45337722
PZE-105051406,5_45335244
PZE-105051409,5_45333476
PZE-105051432,5_45284511
PZE-105051456,5_45438168
PZE-105051459,5_45438310
PZE-105051465,5_45440317
PZE-105051472,5_45440557
PZE-105051496,5_45543498
PZE-105051497,5_45543519
PZE-105051506,5_45587796
PZE-105051568,5_45795042
PZE-105051581,5_45905841
PZE-105051586,5_45906686
PZE-105051594,5_45909320
PZE-105051607,5_45966789
PZE-105051618,5_46070997
PZE-105051636,5_46110053
PZE-105051659,5_46111868
PZE-105051668,5_46113457
PZE-105051677,5_46119247
PZE-105051692,5_46156978
PZE-105051719,5_46262407
PZE-105051720,5_46265118
PZE-105051725,5_46266099
PZE-105051765,5_46423506
PZE-105051785,5_46425592
PZE-105051793,5_46426896
PZE-105051797,5_46427069
PZE-105051809,5_46447604
PZE-105051985,5_46769520
PZE-105051986,5_46769625
PZE-105052217,5_47088262
PZE-105052218,5_47090351
PZE-105052239,5_47120000
PZE-105052241,5_47124798
PZE-105052242,5_47124877
PZE-105052243,5_47124940
PZE-105052270,5_47142988
PZE-105052288,5_47205509
PZE-105052357,5_47559173
PZE-105052378,5_47575595
PZE-105052387,5_47576808
PZE-105052395,5_47577599
PZE-105052402,5_47577781
PZE-105052417,5_47579320
PZE-105052435,5_47580065
PZE-105052439,5_47580712
PZE-105052445,5_47582118
PZE-105052524,5_47817981
PZE-105052556,5_47931243
PZE-105052646,5_48144646
PZE-105052666,5_48147766
PZE-105052667,5_48147801
PZE-105052711,5_48245123
PZE-105052725,5_48274283
PZE-105052750,5_48279100
PZE-105052759,5_48286215
PZE-105052776,5_48346132
PZE-105052778,5_48347586
PZE-105052783,5_48353857
PZE-105052784,5_48384424
PZE-105052811,5_48422535
PZE-105052833,5_48444846
PZE-105052834,5_48445197
PZE-105052835,5_48445403
PZE-105052942,5_48502423
PZE-105053100,5_48630116
PZE-105053122,5_48678478
PZE-105053157,5_48680198
PZE-105053187,5_48681270
PZE-105053283,5_48833171
PZE-105053284,5_48833276
PZE-105053296,5_48833499
PZE-105053305,5_48836105
PZE-105053334,5_48874237
PZE-105053338,5_48874626
PZE-105053370,5_48896791
PZE-105053382,5_48912092
PZE-105053408,5_49002029
PZE-105053419,5_49085864
PZE-105053467,5_49157222
PZE-105053473,5_49157586
PZE-105053474,5_49157608
PZE-105053506,5_49177197
PZE-105053517,5_49177756
PZE-105053583,5_49254327
PZE-105053632,5_49354433
PZE-105053643,5_49423261
PZE-105053691,5_49660703
PZE-105053740,5_49781552
PZE-105053747,5_49803158
PZE-105053774,5_49826835
PZE-105053830,5_49835713
PZE-105053845,5_49836643
PZE-105053848,5_49836719
PZE-105053856,5_49837573
PZE-105053865,5_49897550
PZE-105053870,5_49899184
PZE-105053875,5_49899493
PZE-105053908,5_49906453
PZE-105053910,5_49906627
PZE-105053916,5_50021462
PZE-105053938,5_50038035
PZE-105053944,5_50039829
PZE-105053968,5_50088124
PZE-105053986,5_50091462
PZE-105053987,5_50092763
PZE-105054053,5_50335638
PZE-105054058,5_50342268
PZE-105054099,5_50409290
PZE-105054156,5_50452089
PZE-105054177,5_50450247
PZE-105054186,5_50449795
PZE-105054212,5_50552508
PZE-105054217,5_50553272
PZE-105054249,5_50657582
PZE-105054337,5_51215156
PZE-105054383,5_51355260
PZE-105054417,5_51359389
PZE-105054424,5_51360028
PZE-105054431,5_51360575
PZE-105054460,5_51361859
PZE-105054481,5_51425344
PZE-105054485,5_51425461
PZE-105054496,5_51426881
PZE-105054501,5_51427206
PZE-105054627,5_51431298
PZE-105054634,5_51431574
PZE-105054664,5_51435319
PZE-105054666,5_51435922
PZE-105054667,5_51435961
PZE-105054694,5_51493513
PZE-105054703,5_51518031
PZE-105054706,5_51518128
PZE-105054819,5_51691868
PZE-105054866,5_51864824
PZE-105054875,5_51888752
PZE-105054935,5_52060632
PZE-105054947,5_52098153
PZE-105054989,5_52273107
PZE-105055000,5_52277361
PZE-105055122,5_52675591
PZE-105055195,5_52886377
PZE-105055234,5_53003343
PZE-105055238,5_53003844
PZE-105055250,5_53004480
PZE-105055251,5_53004527
PZE-105055256,5_53008031
PZE-105055279,5_53076695
PZE-105055280,5_53076733
PZE-105055281,5_53077101
PZE-105055282,5_53078437
PZE-105055288,5_53080015
PZE-105055290,5_53080833
PZE-105055291,5_53080982
PZE-105055311,5_53106149
PZE-105055332,5_53130757
PZE-105055340,5_53167857
PZE-105055343,5_53168017
PZE-105055351,5_53172367
PZE-105055354,5_53173773
PZE-105055385,5_53180903
PZE-105055418,5_53219252
PZE-105055420,5_53236461
PZE-105055451,5_53240829
PZE-105055503,5_53376912
PZE-105055523,5_53396136
PZE-105055537,5_53397244
PZE-105055663,5_53445061
PZE-105055664,5_53445250
PZE-105055665,5_53445807
PZE-105055668,5_53448005
PZE-105055691,5_53519636
PZE-105055696,5_53522682
PZE-105055708,5_53522869
PZE-105055821,5_53535050
PZE-105055822,5_53535079
PZE-105055856,5_53615517
PZE-105055882,5_53620568
PZE-105055884,5_53621143
PZE-105055953,5_53627214
PZE-105055986,5_53771245
PZE-105056077,5_53906120
PZE-105056116,5_53978258
PZE-105056182,5_54107876
PZE-105056205,5_54164381
PZE-105056273,5_54174129
PZE-105056307,5_54186815
PZE-105056389,5_54361153
PZE-105056390,5_54361202
PZE-105056462,5_54416369
PZE-105056471,5_54416983
PZE-105056490,5_54476820
PZE-105056494,5_54493542
PZE-105056495,5_54501217
PZE-105056557,5_54612058
PZE-105056558,5_54612121
PZE-105056632,5_54779052
PZE-105056644,5_54817968
PZE-105056721,5_54915313
PZE-105056735,5_54915977
PZE-105056781,5_54917993
PZE-105056796,5_54918757
PZE-105056823,5_54919956
PZE-105056838,5_54920495
PZE-105056913,5_54964498
PZE-105056940,5_54992598
PZE-105056955,5_55107944
PZE-105056977,5_55213551
PZE-105056998,5_55222259
PZE-105057109,5_55353244
PZE-105057111,5_55353840
PZE-105057114,5_55354237
PZE-105057175,5_55394662
PZE-105057204,5_55423968
PZE-105057214,5_55433914
PZE-105057222,5_55435848
PZE-105057233,5_55436672
PZE-105057235,5_55436814
PZE-105057251,5_55521755
PZE-105057254,5_55550255
PZE-105057270,5_55554524
PZE-105057317,5_55733883
PZE-105057324,5_55783008
PZE-105057328,5_55783907
PZE-105057331,5_55784921
PZE-105057336,5_55790963
PZE-105057429,5_55949329
PZE-105057439,5_55948933
PZE-105057441,5_55948775
PZE-105057534,5_56022372
PZE-105057551,5_56037829
PZE-105057600,5_56213664
PZE-105057634,5_56215353
PZE-105057662,5_56218957
PZE-105057931,5_56370818
PZE-105057934,5_56370273
PZE-105058012,5_56365524
PZE-105058039,5_56361667
PZE-105058264,5_56785548
PZE-105058608,5_56986901
PZE-105058609,5_56986986
PZE-105058682,5_57191909
PZE-105058689,5_57204446
PZE-105058699,5_57208557
PZE-105058700,5_57210204
PZE-105058702,5_57210720
PZE-105058722,5_57247774
PZE-105058752,5_57376436
PZE-105058753,5_57376583
PZE-105058759,5_57380890
PZE-105058889,5_57432498
PZE-105058898,5_57432979
PZE-105058907,5_57435219
PZE-105058932,5_57506453
PZE-105058978,5_57847543
PZE-105058992,5_57853165
PZE-105058994,5_57860758
PZE-105059060,5_57934672
PZE-105059091,5_57967050
PZE-105059093,5_58004415
PZE-105059330,5_58137252
PZE-105059355,5_58137576
PZE-105059366,5_58143420
PZE-105059371,5_58144602
PZE-105059460,5_58204150
PZE-105059474,5_58205063
PZE-105059482,5_58257590
PZE-105059809,5_58705921
PZE-105060093,5_59045273
PZE-105060180,5_59143184
PZE-105060203,5_59268587
PZE-105060262,5_59302527
PZE-105060344,5_59423344
PZE-105060352,5_59423773
PZE-105060371,5_59429070
PZE-105060407,5_59430883
PZE-105060466,5_59461634
PZE-105060568,5_59468435
PZE-105060569,5_59468671
PZE-105060590,5_59472005
PZE-105060591,5_59472056
PZE-105060615,5_59607163
PZE-105060871,5_59728107
PZE-105060893,5_59803682
PZE-105061132,5_59978110
PZE-105061154,5_59979207
PZE-105061223,5_60072417
PZE-105061329,5_60131693
PZE-105061334,5_60131782
PZE-105061350,5_60133686
PZE-105061373,5_60137558
PZE-105061419,5_60245714
PZE-105061420,5_60245745
PZE-105061499,5_60280772
PZE-105061524,5_60430176
PZE-105061527,5_60428964
PZE-105061537,5_60427441
PZE-105061570,5_60521232
PZE-105061593,5_60536582
PZE-105061595,5_60538111
PZE-105061605,5_60539034
PZE-105061606,5_60539080
PZE-105061608,5_60541419
PZE-105061612,5_60596122
PZE-105061645,5_60671064
PZE-105061693,5_60774982
PZE-105061722,5_60780485
PZE-105061723,5_60782157
PZE-105061749,5_60799597
PZE-105061782,5_60801632
PZE-105061796,5_60809621
PZE-105061800,5_60810039
PZE-105061842,5_60927378
PZE-105061880,5_60993413
PZE-105061963,5_60999088
PZE-105062067,5_61078769
PZE-105062077,5_61081931
PZE-105062096,5_61106918
PZE-105062122,5_61227043
PZE-105062126,5_61228987
PZE-105062148,5_61353927
PZE-105062183,5_61429037
PZE-105062191,5_61429285
PZE-105062522,5_61674119
PZE-105062580,5_61699962
PZE-105062629,5_61800745
PZE-105062700,5_61840804
PZE-105062787,5_62027988
PZE-105062820,5_62086062
PZE-105062829,5_62104484
PZE-105062830,5_62104720
PZE-105062847,5_62109208
PZE-105062859,5_62110171
PZE-105062861,5_62111063
PZE-105062863,5_62112180
PZE-105062875,5_62114387
PZE-105062916,5_62196183
PZE-105062945,5_62201212
PZE-105062976,5_62203065
PZE-105063013,5_62206519
PZE-105063037,5_62272464
PZE-105063092,5_62597846
PZE-105063137,5_62604388
PZE-105063200,5_62684210
PZE-105063224,5_62696577
PZE-105063310,5_62821830
PZE-105063329,5_62823875
PZE-105063360,5_62919913
PZE-105063383,5_62963373
PZE-105063385,5_62963796
PZE-105063528,5_63119156
PZE-105063545,5_63123531
PZE-105063546,5_63123574
PZE-105063573,5_63158963
PZE-105063642,5_63321746
PZE-105063649,5_63326340
PZE-105063667,5_63375651
PZE-105063750,5_63565957
PZE-105063758,5_63565616
PZE-105063794,5_63621411
PZE-105063809,5_63634853
PZE-105063890,5_63707023
PZE-105063898,5_63710452
PZE-105063899,5_63713061
PZE-105063947,5_63800207
PZE-105064142,5_64293737
PZE-105064147,5_64321507
PZE-105064153,5_64330083
PZE-105064171,5_64350571
PZE-105064188,5_64406623
PZE-105064192,5_64408992
PZE-105064193,5_64409094
PZE-105064214,5_64476705
PZE-105064216,5_64477122
PZE-105064219,5_64540942
PZE-105064221,5_64542050
PZE-105064234,5_64569776
PZE-105064242,5_64570999
PZE-105064257,5_64622441
PZE-105064270,5_64681353
PZE-105064333,5_64766681
PZE-105064334,5_64766910
PZE-105064348,5_64768787
PZE-105064349,5_64768821
PZE-105064363,5_64771934
PZE-105064367,5_64772178
PZE-105064380,5_64775140
PZE-105064478,5_65114744
PZE-105064517,5_65124310
PZE-105064553,5_65208296
PZE-105064569,5_65211998
PZE-105064570,5_65212904
PZE-105064684,5_65421816
PZE-105064695,5_65426355
PZE-105064855,5_65845378
PZE-105064895,5_65939403
PZE-105064896,5_65940547
PZE-105064915,5_65955730
PZE-105065011,5_66031418
PZE-105065013,5_66034646
PZE-105065018,5_66037788
PZE-105065019,5_66037933
PZE-105065040,5_66074078
PZE-105065076,5_66110865
PZE-105065158,5_66335526
PZE-105065277,5_66429671
PZE-105065379,5_66834201
PZE-105065396,5_66841062
PZE-105065461,5_67000190
PZE-105065469,5_67016607
PZE-105065478,5_67020440
PZE-105065479,5_67020474
PZE-105065508,5_67045207
PZE-105065570,5_67146914
PZE-105065671,5_67402212
PZE-105065678,5_67402816
PZE-105065758,5_67504073
PZE-105065765,5_67504260
PZE-105065789,5_67505063
PZE-105065790,5_67505086
PZE-105065855,5_67630522
PZE-105065869,5_67627201
PZE-105065881,5_67600337
PZE-105065882,5_67600273
PZE-105065883,5_67600240
PZE-105065889,5_67599555
PZE-105065918,5_67668163
PZE-105065930,5_67670924
PZE-105065936,5_67672602
PZE-105065962,5_67689025
PZE-105065968,5_67714310
PZE-105065972,5_67715049
PZE-105065975,5_67717686
PZE-105066002,5_67884010
PZE-105066030,5_67884533
PZE-105066227,5_68424182
PZE-105066316,5_68405152
PZE-105066407,5_68389176
PZE-105066625,5_68656331
PZE-105066782,5_68871549
PZE-105066936,5_69125434
PZE-105066987,5_69303336
PZE-105067019,5_69304781
PZE-105067036,5_69305951
PZE-105067125,5_69325117
PZE-105067126,5_69325453
PZE-105067178,5_69435542
PZE-105067467,5_70028038
PZE-105067472,5_70028847
PZE-105067489,5_70032026
PZE-105067520,5_70034502
PZE-105067537,5_70084376
PZE-105067552,5_70083095
PZE-105067579,5_70082255
PZE-105067604,5_70070165
PZE-105067605,5_70069968
PZE-105067669,5_70044098
PZE-105067843,5_70548929
PZE-105067897,5_70577598
PZE-105067913,5_70625761
PZE-105067964,5_70622262
PZE-105067991,5_70610940
PZE-105068038,5_70683974
PZE-105068041,5_70685996
PZE-105068046,5_70687977
PZE-105068118,5_70758011
PZE-105068123,5_70764693
PZE-105068136,5_70769477
PZE-105068137,5_70770407
PZE-105068194,5_70777613
PZE-105068223,5_70783551
PZE-105068275,5_70869157
PZE-105068397,5_71039082
PZE-105068404,5_71034412
PZE-105068432,5_71267045
PZE-105068464,5_71263651
PZE-105068572,5_71700433
PZE-105068616,5_71793142
PZE-105068626,5_71843668
PZE-105068653,5_71846372
PZE-105068659,5_71848411
PZE-105068698,5_71853193
PZE-105068703,5_71853643
PZE-105068714,5_71880737
PZE-105068719,5_71890776
PZE-105068721,5_71896885
PZE-105068725,5_71897160
