Originalname	Chromosome	B73RefGen_v2position(bp)
PZE-105140020	5	194564159
PZE-105140112	5	194557472
PZE-105140135	5	194556945
PZE-105140183	5	194630378
PZE-105140195	5	194645297
PZE-105140438	5	194809373
PZE-105140526	5	194834817
PZE-105140698	5	194975095
PZE-105140706	5	194985324
PZE-105140769	5	195484967
PZE-105140940	5	195544919
PZE-105140969	5	195627055
PZE-105141007	5	195664709
PZE-105141048	5	195675181
PZE-105141173	5	195687817
PZE-105141233	5	195907116
PZE-105141327	5	196028622
PZE-105141391	5	196035271
PZE-105141465	5	196106672
PZE-105141477	5	196104568
PZE-105141478	5	196104531
PZE-105141540	5	196145254
PZE-105141682	5	196252000
PZE-105141822	5	196407287
PZE-105141888	5	196412507
PZE-105142195	5	196554418
PZE-105142231	5	196584342
PZE-105142315	5	196672280
PZE-105142324	5	196677556
PZE-105142354	5	196685038
PZE-105142592	5	196797503
PZE-105142621	5	196800867
PZE-105142622	5	196800935
PZE-105142633	5	196801925
PZE-105142689	5	196934389
PZE-105142709	5	196987610
PZE-105142711	5	196988123
PZE-105142735	5	197032417
PZE-105142850	5	197565868
PZE-105142910	5	197590995
PZE-105142942	5	197603242
PZE-105142994	5	197606891
PZE-105143053	5	197686479
PZE-105143119	5	197706146
PZE-105143306	5	197721064
PZE-105143449	5	197785684
PZE-105143481	5	197788438
PZE-105143541	5	197790192
PZE-105143573	5	197842083
PZE-105143689	5	197845477
PZE-105143697	5	197845600
PZE-105143752	5	197849696
PZE-105143871	5	197947780
PZE-105143902	5	197949227
PZE-105143963	5	197955159
PZE-105143985	5	197956628
PZE-105143991	5	197956749
PZE-105144035	5	197977371
PZE-105144068	5	198031317
PZE-105144109	5	198033131
PZE-105144179	5	198042302
PZE-105144193	5	198044880
PZE-105144200	5	198046461
PZE-105144284	5	198198007
PZE-105144436	5	198207220
PZE-105144530	5	198309462
PZE-105144570	5	198280234
PZE-105144626	5	198526942
PZE-105144669	5	198577903
PZE-105144767	5	198716544
PZE-105144853	5	198778329
PZE-105144917	5	198780746
PZE-105144949	5	198788164
PZE-105144969	5	198788722
PZE-105144984	5	198789197
PZE-105145021	5	198790554
PZE-105145047	5	198794784
PZE-105145088	5	198818482
PZE-105145185	5	198822759
PZE-105145211	5	198875157
PZE-105145212	5	198875178
PZE-105145239	5	198878652
PZE-105145334	5	198997070
PZE-105145340	5	199004828
PZE-105145357	5	199010896
PZE-105145385	5	199131956
PZE-105145395	5	199138547
PZE-105145429	5	199157425
PZE-105145814	5	199289073
PZE-105146188	5	199380293
PZE-105146212	5	199389918
PZE-105146300	5	199441263
PZE-105146381	5	199499952
PZE-105146456	5	199643263
PZE-105146497	5	199646692
PZE-105146498	5	199646756
PZE-105146512	5	199647385
PZE-105146513	5	199647442
PZE-105146550	5	199762148
PZE-105146596	5	199787315
PZE-105146603	5	199787873
PZE-105146664	5	199708092
PZE-105146678	5	199708385
PZE-105146697	5	199709469
PZE-105146698	5	199709546
PZE-105146705	5	199709925
PZE-105146867	5	199738275
PZE-105146897	5	199740871
PZE-105146905	5	199862393
PZE-105146983	5	199974170
PZE-105147325	5	200113947
PZE-105147361	5	200115761
PZE-105147471	5	200435300
PZE-105147561	5	200291823
PZE-105147666	5	200300836
PZE-105147698	5	200319039
PZE-105147737	5	200368990
PZE-105147738	5	200369124
PZE-105147766	5	200370065
PZE-105147772	5	200370729
PZE-105147776	5	200371057
PZE-105147871	5	200441907
PZE-105148186	5	200598221
PZE-105148878	5	200877505
PZE-105149244	5	201068390
PZE-105149546	5	201239194
PZE-105150042	5	201609513
PZE-105150110	5	201630903
PZE-105150122	5	201631693
PZE-105150142	5	201632654
PZE-105150212	5	201668024
PZE-105150220	5	201669846
PZE-105150268	5	201762162
PZE-105150283	5	201860168
PZE-105150294	5	201866173
PZE-105150346	5	201867745
PZE-105150391	5	201872128
PZE-105150504	5	201944119
PZE-105150581	5	202050690
PZE-105150892	5	202286380
PZE-105151258	5	202394540
PZE-105151295	5	202401440
PZE-105151317	5	202413759
PZE-105151348	5	202416118
PZE-105151355	5	202419651
PZE-105151400	5	202517637
PZE-105151403	5	202519090
PZE-105151436	5	202608336
PZE-105151610	5	202826833
PZE-105151612	5	202827019
PZE-105151649	5	202936259
PZE-105152167	5	203307547
PZE-105152245	5	203314299
PZE-105152260	5	203314879
PZE-105152264	5	203315551
PZE-105152296	5	203407056
PZE-105152300	5	203405835
PZE-105152303	5	203405660
PZE-105152305	5	203405146
PZE-105152401	5	203398234
PZE-105152556	5	203618638
PZE-105152739	5	203674211
PZE-105153039	5	203937780
PZE-105153106	5	204056805
PZE-105153218	5	204088526
PZE-105153835	5	204325778
PZE-105154006	5	204384160
PZE-105154136	5	204390033
PZE-105154137	5	204390054
PZE-105154140	5	204391061
PZE-105154147	5	204425692
PZE-105154164	5	204549411
PZE-105154210	5	204547665
PZE-105154562	5	204585691
PZE-105154589	5	204590821
PZE-105154592	5	204591001
PZE-105154599	5	204592163
PZE-105154616	5	204594213
PZE-105154707	5	204876391
PZE-105154945	5	205033265
PZE-105155048	5	205038990
PZE-105155296	5	205146942
PZE-105155494	5	205152520
PZE-105155546	5	205156033
PZE-105155615	5	205181305
PZE-105155892	5	205277878
PZE-105155921	5	205283865
PZE-105155986	5	205292301
PZE-105156016	5	205368137
PZE-105156021	5	205369332
PZE-105156133	5	205375000
PZE-105156153	5	205375554
PZE-105156210	5	205388187
PZE-105156438	5	205503792
PZE-105156453	5	205507081
PZE-105156596	5	205536334
PZE-105156703	5	205551109
PZE-105156713	5	205552836
PZE-105156764	5	205555421
PZE-105156902	5	205565899
PZE-105156919	5	205567299
PZE-105156950	5	205773919
PZE-105156970	5	205776348
PZE-105157005	5	205712566
PZE-105157054	5	205748909
PZE-105157249	5	205725938
PZE-105157284	5	205784390
PZE-105157516	5	205833315
PZE-105157531	5	205836167
PZE-105157560	5	205839245
PZE-105157658	5	205926387
PZE-105157677	5	205927941
PZE-105157898	5	205944236
PZE-105157955	5	206028761
PZE-105157980	5	206034309
PZE-105158393	5	206188028
PZE-105158473	5	206263616
PZE-105158503	5	206272652
PZE-105158646	5	206532177
PZE-105158672	5	206460696
PZE-105158756	5	206557530
PZE-105158804	5	206563089
PZE-105158821	5	206568141
PZE-105158836	5	206572663
PZE-105158958	5	206614618
PZE-105158959	5	206614663
PZE-105158980	5	206617605
PZE-105159055	5	206626924
PZE-105159062	5	206630305
PZE-105159063	5	206630428
PZE-105159228	5	206742569
PZE-105159327	5	206745001
PZE-105159977	5	206923721
PZE-105160040	5	206925544
PZE-105160407	5	207131739
PZE-105160408	5	207131812
PZE-105160612	5	207504978
PZE-105160636	5	207507138
PZE-105160703	5	207509606
PZE-105160752	5	207511788
PZE-105160757	5	207512130
PZE-105160758	5	207512155
PZE-105160779	5	207514071
PZE-105160788	5	207514452
PZE-105160791	5	207514848
PZE-105160804	5	207519300
PZE-105160851	5	207564299
PZE-105160952	5	207657718
PZE-105161098	5	207705461
PZE-105161108	5	207707589
PZE-105161111	5	207708155
PZE-105161112	5	207708202
PZE-105161118	5	207708479
PZE-105161125	5	207709637
PZE-105161216	5	207893084
PZE-105161298	5	207898261
PZE-105161326	5	207988748
PZE-105161488	5	208062672
PZE-105161685	5	208072333
PZE-105161724	5	208075858
PZE-105161918	5	208093582
PZE-105162073	5	208101492
PZE-105162165	5	208103840
PZE-105162324	5	208165878
PZE-105162601	5	208175090
PZE-105162965	5	204802850
PZE-105162987	5	204804987
PZE-105163012	5	204812896
PZE-105163109	5	204821767
PZE-105163165	5	204829595
PZE-105163256	5	208199232
PZE-105163307	5	208253030
PZE-105163347	5	208254880
PZE-105163388	5	208258228
PZE-105163425	5	208263077
PZE-105163435	5	208266767
PZE-105163439	5	208271971
PZE-105163488	5	208305427
PZE-105163550	5	208432365
PZE-105163590	5	208431333
PZE-105163591	5	208431304
PZE-105163594	5	208430805
PZE-105163607	5	208428683
PZE-105163665	5	208391725
PZE-105163705	5	208380573
PZE-105163718	5	208374081
PZE-105163910	5	208341612
PZE-105164030	5	208558166
PZE-105164629	5	208747561
PZE-105164778	5	208891404
PZE-105164922	5	208901247
PZE-105165035	5	208926808
PZE-105165039	5	208927201
PZE-105165053	5	208935009
PZE-105165114	5	208961769
PZE-105165194	5	208986749
PZE-105165300	5	208998238
PZE-105165345	5	209002264
PZE-105165346	5	209002292
PZE-105165365	5	209048500
PZE-105165434	5	209184396
PZE-105165435	5	209184490
PZE-105165545	5	209255165
PZE-105165547	5	209256794
PZE-105165549	5	209259225
PZE-105165602	5	209291748
PZE-105165743	5	209532454
PZE-105165764	5	209569020
PZE-105165862	5	209681128
PZE-105165903	5	209685412
PZE-105165908	5	209687402
PZE-105165911	5	209688413
PZE-105165920	5	209694832
PZE-105166071	5	209721807
PZE-105166180	5	209756423
PZE-105166187	5	209764477
PZE-105166527	5	209934483
PZE-105166634	5	210022600
PZE-105166637	5	210022668
PZE-105166704	5	210053590
PZE-105166709	5	210056663
PZE-105166721	5	210057452
PZE-105166784	5	210102674
PZE-105166788	5	210105452
PZE-105166837	5	210150854
PZE-105166980	5	210285595
PZE-105167010	5	210302213
PZE-105167452	5	210517682
PZE-105168901	5	210891024
PZE-105168956	9	88457475
PZE-105169103	5	211071609
PZE-105169214	5	211168044
PZE-105169286	5	211179931
PZE-105169310	5	211180654
PZE-105169336	5	211181652
PZE-105169341	5	211182256
PZE-105169446	5	211202118
PZE-105169468	5	211203727
PZE-105169513	5	211280004
PZE-105169553	5	211299834
PZE-105169622	5	211302398
PZE-105169654	5	211321377
PZE-105169772	5	211440190
PZE-105171048	5	211763572
PZE-105171237	5	211861972
PZE-105171747	5	212164824
PZE-105171773	5	212171510
PZE-105171774	5	212171641
PZE-105171775	5	212172916
PZE-105171812	5	212180410
PZE-105171924	5	212204526
PZE-105171961	5	212219725
PZE-105172533	5	212593313
PZE-105172983	5	212682814
PZE-105174756	5	213268261
PZE-105174803	5	213272068
PZE-105174897	5	213281277
PZE-105174971	5	213290086
PZE-105174977	5	213291984
PZE-105175110	5	213338462
PZE-105175123	5	213339747
PZE-105175232	5	213349642
PZE-105175259	5	213363591
PZE-105176814	5	214093241
PZE-105177702	5	214393593
PZE-105177818	5	214412948
PZE-105177822	5	214413180
PZE-105177835	5	214425587
PZE-105178018	5	214517424
PZE-105178765	5	214730290
PZE-105179316	5	215010748
PZE-105179860	5	215342055
PZE-105179864	5	215342366
PZE-105180194	5	215492412
PZE-105180233	5	215496561
PZE-105180234	5	215496594
PZE-105180266	5	215503271
PZE-105180267	5	215504482
PZE-105180269	5	215505132
PZE-105180367	5	215519711
PZE-105180820	5	215742501
PZE-105180839	5	215711948
PZE-105180858	5	215783463
PZE-105180874	5	215792945
PZE-105180900	5	215803547
PZE-105180966	5	215818932
PZE-105181159	5	215836136
PZE-105181205	5	215925304
PZE-105181352	5	215991421
PZE-105181381	5	215993979
PZE-105181391	5	215994565
PZE-105181646	5	216206010
PZE-105181691	5	216219076
PZE-105181743	5	216248219
PZE-105181846	5	216442223
PZE-105181857	5	216492096
PZE-105181902	5	216539556
PZE-105181918	5	216545495
PZE-105181920	5	216545585
PZE-105181926	5	216546720
PZE-105181967	5	216587298
PZE-105181968	5	216587356
PZE-105181969	5	216587409
PZE-105181974	5	216588171
PZE-105182016	5	216599422
PZE-105182023	5	216602534
PZE-105182040	5	216612969
PZE-105182045	5	216615641
PZE-105182053	5	216616493
PZE-105182056	5	216618669
PZE-105182082	5	216644366
PZE-105182093	5	216645166
PZE-105182097	5	216645682
PZE-105182158	5	216697367
PZE-105182242	5	216759655
PZE-105182251	5	216767040
PZE-105182386	5	217050801
PZE-105182482	5	217276445
PZE-105182513	5	217343352
PZE-105182517	5	217346154
PZE-105182596	5	217385572
PZE-105182636	5	217575428
PZE-105182637	5	217575449
PZE-105182638	5	217577665
PZE-105182639	5	217605247
PZE-105182641	5	217608498
PZE-105182647	5	217612664
PZE-105182657	5	217627514
PZE-105182674	5	217706489
PZE-105182676	5	217708600
PZE-105182715	5	217756140
PZE-106000007	6	129643
PZE-106000044	6	179790
PZE-106000059	6	275221
PZE-106000060	6	274557
PZE-106000068	6	272264
PZE-106000077	6	270035
PZE-106000078	6	269596
PZE-106000082	6	239873
PZE-106000093	6	355589
PZE-106000103	6	357366
PZE-106000108	6	360000
PZE-106000110	6	360231
PZE-106000112	6	360643
PZE-106000113	6	361630
PZE-106000114	6	361702
PZE-106000115	6	363667
PZE-106000117	6	363913
PZE-106000124	6	365745
PZE-106000130	6	368076
PZE-106000131	6	369977
PZE-106000136	6	371625
PZE-106000137	6	371671
PZE-106000141	6	403320
PZE-106000150	6	474347
PZE-106000160	6	474575
PZE-106000233	6	630396
PZE-106000242	6	632237
PZE-106000286	6	659803
PZE-106000303	6	663079
PZE-106000313	6	680225
PZE-106000314	6	680353
PZE-106000325	6	702334
PZE-106000346	6	703337
PZE-106000349	6	781151
PZE-106000372	6	770250
PZE-106000399	6	793903
PZE-106000403	6	798829
PZE-106000458	6	1019307
PZE-106000504	6	1234387
PZE-106000507	6	1234918
PZE-106000508	6	1234976
PZE-106000516	6	1240386
PZE-106000594	6	1250822
PZE-106000603	6	1288396
PZE-106000622	6	1283781
PZE-106000627	6	1283298
PZE-106000628	6	1282845
PZE-106000646	6	1281263
PZE-106000691	6	1336523
PZE-106000711	6	1338837
PZE-106000767	6	1343626
PZE-106000837	6	1535919
PZE-106000855	6	1537436
PZE-106000856	6	1537626
PZE-106000863	6	1537832
PZE-106000906	6	1713312
PZE-106000911	6	1711874
PZE-106000993	6	1994553
PZE-106001089	6	2039806
PZE-106001126	6	2045413
PZE-106001142	6	2055952
PZE-106001206	6	2242075
PZE-106001375	6	2393222
PZE-106001418	6	2427171
PZE-106001445	6	2442702
PZE-106001449	6	2443378
PZE-106001519	6	2439838
PZE-106001523	6	2440585
PZE-106001617	6	2663383
PZE-106001656	6	2716846
PZE-106001657	6	2716897
PZE-106001672	6	2719992
PZE-106001730	6	2722897
PZE-106001869	6	2894197
PZE-106002432	6	3312817
PZE-106002446	6	3316643
PZE-106002504	6	3432916
PZE-106002603	6	3573076
PZE-106002606	6	3587594
PZE-106002659	6	3649251
PZE-106002793	6	3851531
PZE-106002839	6	3869343
PZE-106002972	6	3985457
PZE-106003021	6	3987639
PZE-106003135	6	4084202
PZE-106003203	6	4145891
PZE-106003222	6	4147218
PZE-106003350	6	4258676
PZE-106003451	6	4307645
PZE-106003681	6	4440344
PZE-106003733	6	4607882
PZE-106003742	6	4611822
PZE-106003828	6	4799383
PZE-106003904	6	4837873
PZE-106003908	6	4840974
PZE-106003919	6	4842340
PZE-106003958	6	4885267
PZE-106003964	6	4888582
PZE-106003970	6	4893044
PZE-106003981	6	4894329
PZE-106004064	6	5147445
PZE-106004067	6	5147681
PZE-106004090	6	5162023
PZE-106004147	6	5154818
PZE-106004192	6	5300754
PZE-106004200	6	5301427
PZE-106004214	6	5441740
PZE-106004232	6	5442509
PZE-106004268	6	5444145
PZE-106004273	6	5444332
PZE-106004307	6	5445335
PZE-106004351	6	5505298
PZE-106004361	6	5505932
PZE-106004368	6	5506217
PZE-106004391	6	5508544
PZE-106004400	6	5509549
PZE-106004401	6	5509591
PZE-106004407	6	5510227
PZE-106004408	6	5510265
PZE-106004555	6	5641102
PZE-106004598	6	5644062
PZE-106004707	6	6002457
PZE-106004718	6	6020103
PZE-106004724	6	6020471
PZE-106004730	6	6020863
PZE-106004732	6	6021363
PZE-106004739	6	6021747
PZE-106004871	6	6255269
PZE-106004952	6	6259596
PZE-106004997	6	6319329
PZE-106005006	6	6322668
PZE-106005094	6	6514321
PZE-106005120	6	6526704
PZE-106005121	6	6527815
PZE-106005130	6	6529301
PZE-106005254	6	6618676
PZE-106005295	6	6713644
PZE-106005329	6	6806752
PZE-106005538	6	6897809
PZE-106005588	6	6901783
PZE-106005688	6	6914558
PZE-106005744	6	7038488
PZE-106005801	6	7043551
PZE-106005833	6	7045264
PZE-106005865	6	7046840
PZE-106005866	6	7046916
PZE-106005879	6	7048463
PZE-106005943	6	7134840
PZE-106006003	6	7124076
PZE-106006032	6	7151208
PZE-106006057	6	7155312
PZE-106006201	6	7780134
PZE-106006210	6	7780961
PZE-106006254	6	8029168
PZE-106006353	6	8112677
PZE-106006358	6	8131528
PZE-106006362	6	8132793
PZE-106006401	6	8143156
PZE-106006444	6	8269265
PZE-106006455	6	8270546
PZE-106006485	6	8399325
PZE-106006531	6	8627303
PZE-106006537	6	8648404
PZE-106006541	6	8676007
PZE-106006591	6	8680690
PZE-106006593	6	8680823
PZE-106006615	6	8681437
PZE-106006643	6	8743662
PZE-106006691	6	9182479
PZE-106006700	6	9185901
PZE-106006705	6	9186274
PZE-106006706	6	9186313
PZE-106006707	6	9186555
PZE-106006727	6	9191441
PZE-106006730	6	9193384
PZE-106006772	6	9200702
PZE-106006800	6	9202085
PZE-106006805	6	9202299
PZE-106006917	6	9149251
PZE-106006919	6	9150681
PZE-106006962	6	9153415
PZE-106006972	6	9153595
PZE-106007051	6	9490668
PZE-106007060	6	9494025
PZE-106007071	6	9494694
PZE-106007077	6	9495603
PZE-106007078	6	9495744
PZE-106007114	6	9500404
PZE-106007117	6	9500778
PZE-106007130	6	9501960
PZE-106007206	6	9857455
PZE-106007216	6	9911746
PZE-106007308	6	21185064
PZE-106007309	6	21184140
PZE-106007313	6	21181686
PZE-106007332	6	21247619
PZE-106007335	6	21252526
PZE-106007346	6	21254345
PZE-106007352	6	21414589
PZE-106007354	6	21414666
PZE-106007374	6	21317002
PZE-106007376	6	21339469
PZE-106007384	6	21377346
PZE-106007408	6	21429580
PZE-106007410	6	21525870
PZE-106007413	6	21527010
PZE-106007419	6	21529491
PZE-106007445	6	21465715
PZE-106007446	6	21465769
PZE-106007459	6	21649588
PZE-106007483	6	21854443
PZE-106007529	6	21888894
PZE-106007551	6	21943197
PZE-106007558	6	21972866
PZE-106007583	6	22002697
PZE-106007630	6	22145051
PZE-106007631	6	22145603
PZE-106007652	6	22285769
PZE-106007654	6	22307211
PZE-106007655	6	22306673
PZE-106007666	6	22311769
PZE-106007763	6	22664410
PZE-106007780	6	22667086
PZE-106007788	6	22670220
PZE-106007809	6	22723772
PZE-106007813	6	22724472
PZE-106007817	6	22725025
PZE-106007818	6	22725167
PZE-106007827	6	22727094
PZE-106007874	6	22911180
PZE-106007881	6	22913319
PZE-106007902	6	22917625
PZE-106007906	6	22918392
PZE-106007950	6	22982819
PZE-106007989	6	23138767
PZE-106008047	6	23333953
PZE-106008048	6	23334105
PZE-106008062	6	23337149
PZE-106008070	6	23356731
PZE-106008094	6	23359020
PZE-106008114	6	23411373
PZE-106008139	6	23525249
PZE-106008147	6	23525874
PZE-106008209	6	23790972
PZE-106008237	6	23828204
PZE-106008247	6	23903092
PZE-106008260	6	24010761
PZE-106008273	6	24037050
PZE-106008311	6	24191397
PZE-106008322	6	24184819
PZE-106008323	6	24183548
PZE-106008329	6	24183179
PZE-106008345	6	24182470
PZE-106008359	6	24177262
PZE-106008388	6	24207869
PZE-106008404	6	24282378
PZE-106008406	6	24282498
PZE-106008416	6	24314587
PZE-106008442	6	24319589
PZE-106008445	6	24319928
PZE-106008495	6	24483589
PZE-106008506	6	24550220
PZE-106008511	6	24550532
PZE-106008513	6	24552334
PZE-106008574	6	24604458
PZE-106008575	6	24604489
PZE-106008617	6	24610573
PZE-106008724	6	25289348
PZE-106008746	6	25290574
PZE-106008747	6	25290605
PZE-106008760	6	25291385
PZE-106008765	6	25291808
PZE-106008776	6	25320252
PZE-106008782	6	25336581
PZE-106008801	6	25338707
PZE-106008872	6	25480203
PZE-106008878	6	25527420
PZE-106008892	6	25544937
PZE-106008894	6	25545092
PZE-106008904	6	25545479
PZE-106008912	6	25566241
PZE-106008914	6	25581860
PZE-106008915	6	25583328
PZE-106008956	6	25702710
PZE-106008961	6	25703764
PZE-106008963	6	25703927
PZE-106008968	6	25704555
PZE-106008988	6	25706000
PZE-106009018	6	25742463
PZE-106009019	6	25742503
PZE-106009020	6	25742569
PZE-106009023	6	25795699
PZE-106009031	6	25823165
PZE-106009075	6	26150516
PZE-106009110	6	26243013
PZE-106009111	6	26243068
PZE-106009112	6	26243119
PZE-106009113	6	26243141
PZE-106009120	6	26293710
PZE-106009223	6	26561158
PZE-106009227	6	26561498
PZE-106009233	6	26561789
PZE-106009237	6	26578652
PZE-106009252	6	26651921
PZE-106009267	6	26665997
PZE-106009269	6	26667626
PZE-106009283	6	26668014
PZE-106009322	6	26709331
PZE-106009328	6	26709560
PZE-106009348	6	26711730
PZE-106009355	6	26717497
PZE-106009392	6	26907468
PZE-106009413	6	26909746
PZE-106009415	6	26912570
PZE-106009420	6	26915830
PZE-106009440	6	26974433
PZE-106009441	6	26974484
PZE-106009470	6	27030902
PZE-106009495	6	27108271
PZE-106009496	6	27108407
PZE-106009510	6	27112318
PZE-106009511	6	27112438
PZE-106009512	6	27112567
PZE-106009530	6	27118729
